# Logfile created on 2018-10-07 00:51:48 +0200 by logger.rb/v1.2.7
OSM_SN: Loading graph from GraphViz file data/near_ucl.dot.
OSM_SN: Processing vertices
OSM_SN: 	 Vertex 21311324 loaded
OSM_SN: 	 Vertex 2183588480 loaded
OSM_SN: 	 Visual vertex 2183588480 in 
OSM_SN: 	 Vertex 170345849 loaded
OSM_SN: 	 Visual vertex 170345849 in 
OSM_SN: 	 Vertex 1131753305 loaded
OSM_SN: 	 Visual vertex 1131753305 in 
OSM_SN: 	 Vertex 307159452 loaded
OSM_SN: 	 Visual vertex 307159452 in 
OSM_SN: 	 Vertex 357631188 loaded
OSM_SN: 	 Visual vertex 357631188 in 
OSM_SN: 	 Vertex 307159454 loaded
OSM_SN: 	 Visual vertex 307159454 in 
OSM_SN: 	 Vertex 1131736546 loaded
OSM_SN: 	 Visual vertex 1131736546 in 
OSM_SN: 	 Vertex 170353802 loaded
OSM_SN: 	 Visual vertex 170353802 in 
OSM_SN: 	 Vertex 170353803 loaded
OSM_SN: 	 Visual vertex 170353803 in 
OSM_SN: 	 Vertex 170353804 loaded
OSM_SN: 	 Visual vertex 170353804 in 
OSM_SN: 	 Vertex 170353805 loaded
OSM_SN: 	 Visual vertex 170353805 in 
OSM_SN: 	 Vertex 170353806 loaded
OSM_SN: 	 Visual vertex 170353806 in 
OSM_SN: 	 Vertex 307211303 loaded
OSM_SN: 	 Visual vertex 307211303 in 
OSM_SN: 	 Vertex 3509790192 loaded
OSM_SN: 	 Visual vertex 3509790192 in 
OSM_SN: 	 Vertex 1229196584 loaded
OSM_SN: 	 Visual vertex 1229196584 in 
OSM_SN: 	 Vertex 794536575 loaded
OSM_SN: 	 Visual vertex 794536575 in 
OSM_SN: 	 Vertex 1035742764 loaded
OSM_SN: 	 Visual vertex 1035742764 in 
OSM_SN: 	 Vertex 307270336 loaded
OSM_SN: 	 Visual vertex 307270336 in 
OSM_SN: 	 Vertex 352906037 loaded
OSM_SN: 	 Visual vertex 352906037 in 
OSM_SN: 	 Vertex 4785352243 loaded
OSM_SN: 	 Visual vertex 4785352243 in 
OSM_SN: 	 Vertex 603700526 loaded
OSM_SN: 	 Visual vertex 603700526 in 
OSM_SN: 	 Vertex 352906043 loaded
OSM_SN: 	 Visual vertex 352906043 in 
OSM_SN: 	 Vertex 352906042 loaded
OSM_SN: 	 Visual vertex 352906042 in 
OSM_SN: 	 Vertex 794638467 loaded
OSM_SN: 	 Visual vertex 794638467 in 
OSM_SN: 	 Vertex 3089707612 loaded
OSM_SN: 	 Visual vertex 3089707612 in 
OSM_SN: 	 Vertex 369827740 loaded
OSM_SN: 	 Visual vertex 369827740 in 
OSM_SN: 	 Vertex 1035743374 loaded
OSM_SN: 	 Visual vertex 1035743374 in 
OSM_SN: 	 Vertex 2145830412 loaded
OSM_SN: 	 Visual vertex 2145830412 in 
OSM_SN: 	 Vertex 1676873899 loaded
OSM_SN: 	 Visual vertex 1676873899 in 
OSM_SN: 	 Vertex 603696837 loaded
OSM_SN: 	 Visual vertex 603696837 in 
OSM_SN: 	 Vertex 794536580 loaded
OSM_SN: 	 Visual vertex 794536580 in 
OSM_SN: 	 Vertex 794536590 loaded
OSM_SN: 	 Visual vertex 794536590 in 
OSM_SN: 	 Vertex 794638622 loaded
OSM_SN: 	 Visual vertex 794638622 in 
OSM_SN: 	 Vertex 1676873904 loaded
OSM_SN: 	 Visual vertex 1676873904 in 
OSM_SN: 	 Vertex 1258717868 loaded
OSM_SN: 	 Visual vertex 1258717868 in 
OSM_SN: 	 Vertex 1258717867 loaded
OSM_SN: 	 Visual vertex 1258717867 in 
OSM_SN: Loading graph from GraphViz file data/old_town.dot.
OSM_SN: Processing vertices
OSM_SN: 	 Vertex 247743 loaded
OSM_SN: 	 Visual vertex 247743 in 
OSM_SN: 	 Vertex 110613544 loaded
OSM_SN: 	 Visual vertex 110613544 in 
OSM_SN: 	 Vertex 1935347274 loaded
OSM_SN: 	 Visual vertex 1935347274 in 
OSM_SN: 	 Vertex 247745 loaded
OSM_SN: 	 Visual vertex 247745 in 
OSM_SN: 	 Vertex 5577122032 loaded
OSM_SN: 	 Visual vertex 5577122032 in 
OSM_SN: 	 Vertex 74317703 loaded
OSM_SN: 	 Visual vertex 74317703 in 
OSM_SN: 	 Vertex 247746 loaded
OSM_SN: 	 Visual vertex 247746 in 
OSM_SN: 	 Vertex 1167635063 loaded
OSM_SN: 	 Visual vertex 1167635063 in 
OSM_SN: 	 Vertex 1167635077 loaded
OSM_SN: 	 Visual vertex 1167635077 in 
OSM_SN: 	 Vertex 25935948 loaded
OSM_SN: 	 Visual vertex 25935948 in 
OSM_SN: 	 Vertex 25935957 loaded
OSM_SN: 	 Visual vertex 25935957 in 
OSM_SN: 	 Vertex 247749 loaded
OSM_SN: 	 Visual vertex 247749 in 
OSM_SN: 	 Vertex 5010102942 loaded
OSM_SN: 	 Visual vertex 5010102942 in 
OSM_SN: 	 Vertex 4700724581 loaded
OSM_SN: 	 Visual vertex 4700724581 in 
OSM_SN: 	 Vertex 247751 loaded
OSM_SN: 	 Visual vertex 247751 in 
OSM_SN: 	 Vertex 1016303334 loaded
OSM_SN: 	 Visual vertex 1016303334 in 
OSM_SN: 	 Vertex 1016303367 loaded
OSM_SN: 	 Visual vertex 1016303367 in 
OSM_SN: 	 Vertex 1016303571 loaded
OSM_SN: 	 Visual vertex 1016303571 in 
OSM_SN: 	 Vertex 109867557 loaded
OSM_SN: 	 Visual vertex 109867557 in 
OSM_SN: 	 Vertex 26518407 loaded
OSM_SN: 	 Visual vertex 26518407 in 
OSM_SN: 	 Vertex 1265638058 loaded
OSM_SN: 	 Visual vertex 1265638058 in 
OSM_SN: 	 Vertex 247765 loaded
OSM_SN: 	 Visual vertex 247765 in 
OSM_SN: 	 Vertex 697456472 loaded
OSM_SN: 	 Visual vertex 697456472 in 
OSM_SN: 	 Vertex 331954585 loaded
OSM_SN: 	 Visual vertex 331954585 in 
OSM_SN: 	 Vertex 247772 loaded
OSM_SN: 	 Visual vertex 247772 in 
OSM_SN: 	 Vertex 10703818 loaded
OSM_SN: 	 Visual vertex 10703818 in 
OSM_SN: 	 Vertex 25685156 loaded
OSM_SN: 	 Visual vertex 25685156 in 
OSM_SN: 	 Vertex 247776 loaded
OSM_SN: 	 Visual vertex 247776 in 
OSM_SN: 	 Vertex 1836309233 loaded
OSM_SN: 	 Visual vertex 1836309233 in 
OSM_SN: 	 Vertex 292756490 loaded
OSM_SN: 	 Visual vertex 292756490 in 
OSM_SN: 	 Vertex 8810005 loaded
OSM_SN: 	 Visual vertex 8810005 in 
OSM_SN: 	 Vertex 305304721 loaded
OSM_SN: 	 Visual vertex 305304721 in 
OSM_SN: 	 Vertex 271023255 loaded
OSM_SN: 	 Visual vertex 271023255 in 
OSM_SN: 	 Vertex 8810007 loaded
OSM_SN: 	 Visual vertex 8810007 in 
OSM_SN: 	 Vertex 1208804221 loaded
OSM_SN: 	 Visual vertex 1208804221 in 
OSM_SN: 	 Vertex 2280020384 loaded
OSM_SN: 	 Visual vertex 2280020384 in 
OSM_SN: 	 Vertex 320310525 loaded
OSM_SN: 	 Visual vertex 320310525 in 
OSM_SN: 	 Vertex 1826234978 loaded
OSM_SN: 	 Visual vertex 1826234978 in 
OSM_SN: 	 Vertex 8810008 loaded
OSM_SN: 	 Visual vertex 8810008 in 
OSM_SN: 	 Vertex 271021678 loaded
OSM_SN: 	 Visual vertex 271021678 in 
OSM_SN: 	 Vertex 271021161 loaded
OSM_SN: 	 Visual vertex 271021161 in 
OSM_SN: 	 Vertex 8810009 loaded
OSM_SN: 	 Visual vertex 8810009 in 
OSM_SN: 	 Vertex 25936035 loaded
OSM_SN: 	 Visual vertex 25936035 in 
OSM_SN: 	 Vertex 524680898 loaded
OSM_SN: 	 Visual vertex 524680898 in 
OSM_SN: 	 Vertex 669166672 loaded
OSM_SN: 	 Visual vertex 669166672 in 
OSM_SN: 	 Vertex 5846075781 loaded
OSM_SN: 	 Visual vertex 5846075781 in 
OSM_SN: 	 Vertex 8810010 loaded
OSM_SN: 	 Visual vertex 8810010 in 
OSM_SN: 	 Vertex 32438308 loaded
OSM_SN: 	 Visual vertex 32438308 in 
OSM_SN: 	 Vertex 2262001298 loaded
OSM_SN: 	 Visual vertex 2262001298 in 
OSM_SN: 	 Vertex 8810011 loaded
OSM_SN: 	 Visual vertex 8810011 in 
OSM_SN: 	 Vertex 297601870 loaded
OSM_SN: 	 Visual vertex 297601870 in 
OSM_SN: 	 Vertex 297601866 loaded
OSM_SN: 	 Visual vertex 297601866 in 
OSM_SN: 	 Vertex 8810012 loaded
OSM_SN: 	 Visual vertex 8810012 in 
OSM_SN: 	 Vertex 5636130151 loaded
OSM_SN: 	 Visual vertex 5636130151 in 
OSM_SN: 	 Vertex 244214226 loaded
OSM_SN: 	 Visual vertex 244214226 in 
OSM_SN: 	 Vertex 8810013 loaded
OSM_SN: 	 Visual vertex 8810013 in 
OSM_SN: 	 Vertex 1357841216 loaded
OSM_SN: 	 Visual vertex 1357841216 in 
OSM_SN: 	 Vertex 244214228 loaded
OSM_SN: 	 Visual vertex 244214228 in 
OSM_SN: 	 Vertex 8810014 loaded
OSM_SN: 	 Visual vertex 8810014 in 
OSM_SN: 	 Vertex 25661156 loaded
OSM_SN: 	 Visual vertex 25661156 in 
OSM_SN: 	 Vertex 1357841226 loaded
OSM_SN: 	 Visual vertex 1357841226 in 
OSM_SN: 	 Vertex 8810015 loaded
OSM_SN: 	 Visual vertex 8810015 in 
OSM_SN: 	 Vertex 1357841243 loaded
OSM_SN: 	 Visual vertex 1357841243 in 
OSM_SN: 	 Vertex 244214235 loaded
OSM_SN: 	 Visual vertex 244214235 in 
OSM_SN: 	 Vertex 8810017 loaded
OSM_SN: 	 Visual vertex 8810017 in 
OSM_SN: 	 Vertex 4949820534 loaded
OSM_SN: 	 Visual vertex 4949820534 in 
OSM_SN: 	 Vertex 25662557 loaded
OSM_SN: 	 Visual vertex 25662557 in 
OSM_SN: 	 Vertex 8810021 loaded
OSM_SN: 	 Visual vertex 8810021 in 
OSM_SN: 	 Vertex 282756931 loaded
OSM_SN: 	 Visual vertex 282756931 in 
OSM_SN: 	 Vertex 4949782306 loaded
OSM_SN: 	 Visual vertex 4949782306 in 
OSM_SN: 	 Vertex 25685162 loaded
OSM_SN: 	 Visual vertex 25685162 in 
OSM_SN: 	 Vertex 2297225998 loaded
OSM_SN: 	 Visual vertex 2297225998 in 
OSM_SN: 	 Vertex 8810022 loaded
OSM_SN: 	 Visual vertex 8810022 in 
OSM_SN: 	 Vertex 1238413429 loaded
OSM_SN: 	 Visual vertex 1238413429 in 
OSM_SN: 	 Vertex 610907198 loaded
OSM_SN: 	 Visual vertex 610907198 in 
OSM_SN: 	 Vertex 8810024 loaded
OSM_SN: 	 Visual vertex 8810024 in 
OSM_SN: 	 Vertex 354686141 loaded
OSM_SN: 	 Visual vertex 354686141 in 
OSM_SN: 	 Vertex 25685118 loaded
OSM_SN: 	 Visual vertex 25685118 in 
OSM_SN: 	 Vertex 8810025 loaded
OSM_SN: 	 Visual vertex 8810025 in 
OSM_SN: 	 Vertex 1240721191 loaded
OSM_SN: 	 Visual vertex 1240721191 in 
OSM_SN: 	 Vertex 8810026 loaded
OSM_SN: 	 Visual vertex 8810026 in 
OSM_SN: 	 Vertex 1240721209 loaded
OSM_SN: 	 Visual vertex 1240721209 in 
OSM_SN: 	 Vertex 697456622 loaded
OSM_SN: 	 Visual vertex 697456622 in 
OSM_SN: 	 Vertex 8810027 loaded
OSM_SN: 	 Visual vertex 8810027 in 
OSM_SN: 	 Vertex 331954483 loaded
OSM_SN: 	 Visual vertex 331954483 in 
OSM_SN: 	 Vertex 1016303675 loaded
OSM_SN: 	 Visual vertex 1016303675 in 
OSM_SN: 	 Vertex 8810028 loaded
OSM_SN: 	 Visual vertex 8810028 in 
OSM_SN: 	 Vertex 1016303577 loaded
OSM_SN: 	 Visual vertex 1016303577 in 
OSM_SN: 	 Vertex 1548825861 loaded
OSM_SN: 	 Visual vertex 1548825861 in 
OSM_SN: 	 Vertex 8810419 loaded
OSM_SN: 	 Visual vertex 8810419 in 
OSM_SN: 	 Vertex 1289267284 loaded
OSM_SN: 	 Visual vertex 1289267284 in 
OSM_SN: 	 Vertex 8810384 loaded
OSM_SN: 	 Visual vertex 8810384 in 
OSM_SN: 	 Vertex 354684511 loaded
OSM_SN: 	 Visual vertex 354684511 in 
OSM_SN: 	 Vertex 8810385 loaded
OSM_SN: 	 Visual vertex 8810385 in 
OSM_SN: 	 Vertex 354684509 loaded
OSM_SN: 	 Visual vertex 354684509 in 
OSM_SN: 	 Vertex 4691199475 loaded
OSM_SN: 	 Visual vertex 4691199475 in 
OSM_SN: 	 Vertex 8810386 loaded
OSM_SN: 	 Visual vertex 8810386 in 
OSM_SN: 	 Vertex 5622292064 loaded
OSM_SN: 	 Visual vertex 5622292064 in 
OSM_SN: 	 Vertex 1016303283 loaded
OSM_SN: 	 Visual vertex 1016303283 in 
OSM_SN: 	 Vertex 8810388 loaded
OSM_SN: 	 Visual vertex 8810388 in 
OSM_SN: 	 Vertex 1016303748 loaded
OSM_SN: 	 Visual vertex 1016303748 in 
OSM_SN: 	 Vertex 8810390 loaded
OSM_SN: 	 Visual vertex 8810390 in 
OSM_SN: 	 Vertex 1016303163 loaded
OSM_SN: 	 Visual vertex 1016303163 in 
OSM_SN: 	 Vertex 1016303246 loaded
OSM_SN: 	 Visual vertex 1016303246 in 
OSM_SN: 	 Vertex 1947145406 loaded
OSM_SN: 	 Visual vertex 1947145406 in 
OSM_SN: 	 Vertex 25685294 loaded
OSM_SN: 	 Visual vertex 25685294 in 
OSM_SN: 	 Vertex 8810393 loaded
OSM_SN: 	 Visual vertex 8810393 in 
OSM_SN: 	 Vertex 8810394 loaded
OSM_SN: 	 Visual vertex 8810394 in 
OSM_SN: 	 Vertex 4883181738 loaded
OSM_SN: 	 Visual vertex 4883181738 in 
OSM_SN: 	 Vertex 9187801 loaded
OSM_SN: 	 Visual vertex 9187801 in 
OSM_SN: 	 Vertex 8810395 loaded
OSM_SN: 	 Visual vertex 8810395 in 
OSM_SN: 	 Vertex 300519438 loaded
OSM_SN: 	 Visual vertex 300519438 in 
OSM_SN: 	 Vertex 5615759305 loaded
OSM_SN: 	 Visual vertex 5615759305 in 
OSM_SN: 	 Vertex 8810397 loaded
OSM_SN: 	 Visual vertex 8810397 in 
OSM_SN: 	 Vertex 8810398 loaded
OSM_SN: 	 Visual vertex 8810398 in 
OSM_SN: 	 Vertex 1225805045 loaded
OSM_SN: 	 Visual vertex 1225805045 in 
OSM_SN: 	 Vertex 4601825249 loaded
OSM_SN: 	 Visual vertex 4601825249 in 
OSM_SN: 	 Vertex 8810401 loaded
OSM_SN: 	 Visual vertex 8810401 in 
OSM_SN: 	 Vertex 8810399 loaded
OSM_SN: 	 Visual vertex 8810399 in 
OSM_SN: 	 Vertex 8810402 loaded
OSM_SN: 	 Visual vertex 8810402 in 
OSM_SN: 	 Vertex 1225805029 loaded
OSM_SN: 	 Visual vertex 1225805029 in 
OSM_SN: 	 Vertex 4889615717 loaded
OSM_SN: 	 Visual vertex 4889615717 in 
OSM_SN: 	 Vertex 1251663058 loaded
OSM_SN: 	 Visual vertex 1251663058 in 
OSM_SN: 	 Vertex 1251663076 loaded
OSM_SN: 	 Visual vertex 1251663076 in 
OSM_SN: 	 Vertex 8810404 loaded
OSM_SN: 	 Visual vertex 8810404 in 
OSM_SN: 	 Vertex 1225805134 loaded
OSM_SN: 	 Visual vertex 1225805134 in 
OSM_SN: 	 Vertex 8810405 loaded
OSM_SN: 	 Visual vertex 8810405 in 
OSM_SN: 	 Vertex 1225805137 loaded
OSM_SN: 	 Visual vertex 1225805137 in 
OSM_SN: 	 Vertex 5605045915 loaded
OSM_SN: 	 Visual vertex 5605045915 in 
OSM_SN: 	 Vertex 8810406 loaded
OSM_SN: 	 Visual vertex 8810406 in 
OSM_SN: 	 Vertex 1251663048 loaded
OSM_SN: 	 Visual vertex 1251663048 in 
OSM_SN: 	 Vertex 1251663067 loaded
OSM_SN: 	 Visual vertex 1251663067 in 
OSM_SN: 	 Vertex 8810408 loaded
OSM_SN: 	 Visual vertex 8810408 in 
OSM_SN: 	 Vertex 315530550 loaded
OSM_SN: 	 Visual vertex 315530550 in 
OSM_SN: 	 Vertex 8810409 loaded
OSM_SN: 	 Visual vertex 8810409 in 
OSM_SN: 	 Vertex 5758218766 loaded
OSM_SN: 	 Visual vertex 5758218766 in 
OSM_SN: 	 Vertex 8810410 loaded
OSM_SN: 	 Visual vertex 8810410 in 
OSM_SN: 	 Vertex 315530549 loaded
OSM_SN: 	 Visual vertex 315530549 in 
OSM_SN: 	 Vertex 1251663065 loaded
OSM_SN: 	 Visual vertex 1251663065 in 
OSM_SN: 	 Vertex 8810412 loaded
OSM_SN: 	 Visual vertex 8810412 in 
OSM_SN: 	 Vertex 25685096 loaded
OSM_SN: 	 Visual vertex 25685096 in 
OSM_SN: 	 Vertex 1251663074 loaded
OSM_SN: 	 Visual vertex 1251663074 in 
OSM_SN: 	 Vertex 315530174 loaded
OSM_SN: 	 Visual vertex 315530174 in 
OSM_SN: 	 Vertex 315532379 loaded
OSM_SN: 	 Visual vertex 315532379 in 
OSM_SN: 	 Vertex 1251663055 loaded
OSM_SN: 	 Visual vertex 1251663055 in 
OSM_SN: 	 Vertex 8810413 loaded
OSM_SN: 	 Visual vertex 8810413 in 
OSM_SN: 	 Vertex 315530548 loaded
OSM_SN: 	 Visual vertex 315530548 in 
OSM_SN: 	 Vertex 1251663068 loaded
OSM_SN: 	 Visual vertex 1251663068 in 
OSM_SN: 	 Vertex 8810415 loaded
OSM_SN: 	 Visual vertex 8810415 in 
OSM_SN: 	 Vertex 1251663085 loaded
OSM_SN: 	 Visual vertex 1251663085 in 
OSM_SN: 	 Vertex 4693347231 loaded
OSM_SN: 	 Visual vertex 4693347231 in 
OSM_SN: 	 Vertex 1631808173 loaded
OSM_SN: 	 Visual vertex 1631808173 in 
OSM_SN: 	 Vertex 1251663093 loaded
OSM_SN: 	 Visual vertex 1251663093 in 
OSM_SN: 	 Vertex 8810416 loaded
OSM_SN: 	 Visual vertex 8810416 in 
OSM_SN: 	 Vertex 1238413415 loaded
OSM_SN: 	 Visual vertex 1238413415 in 
OSM_SN: 	 Vertex 4693347241 loaded
OSM_SN: 	 Visual vertex 4693347241 in 
OSM_SN: 	 Vertex 354688198 loaded
OSM_SN: 	 Visual vertex 354688198 in 
OSM_SN: 	 Vertex 1238413444 loaded
OSM_SN: 	 Visual vertex 1238413444 in 
OSM_SN: 	 Vertex 8810417 loaded
OSM_SN: 	 Visual vertex 8810417 in 
OSM_SN: 	 Vertex 292456787 loaded
OSM_SN: 	 Visual vertex 292456787 in 
OSM_SN: 	 Vertex 610907210 loaded
OSM_SN: 	 Visual vertex 610907210 in 
OSM_SN: 	 Vertex 1768454895 loaded
OSM_SN: 	 Visual vertex 1768454895 in 
OSM_SN: 	 Vertex 8810420 loaded
OSM_SN: 	 Visual vertex 8810420 in 
OSM_SN: 	 Vertex 1768454894 loaded
OSM_SN: 	 Visual vertex 1768454894 in 
OSM_SN: 	 Vertex 1016303170 loaded
OSM_SN: 	 Visual vertex 1016303170 in 
OSM_SN: 	 Vertex 8810423 loaded
OSM_SN: 	 Visual vertex 8810423 in 
OSM_SN: 	 Vertex 5066698489 loaded
OSM_SN: 	 Visual vertex 5066698489 in 
OSM_SN: 	 Vertex 4691199591 loaded
OSM_SN: 	 Visual vertex 4691199591 in 
OSM_SN: 	 Vertex 8810424 loaded
OSM_SN: 	 Visual vertex 8810424 in 
OSM_SN: 	 Vertex 8810426 loaded
OSM_SN: 	 Visual vertex 8810426 in 
OSM_SN: 	 Vertex 1548825678 loaded
OSM_SN: 	 Visual vertex 1548825678 in 
OSM_SN: 	 Vertex 299047207 loaded
OSM_SN: 	 Visual vertex 299047207 in 
OSM_SN: 	 Vertex 4700724525 loaded
OSM_SN: 	 Visual vertex 4700724525 in 
OSM_SN: 	 Vertex 8810430 loaded
OSM_SN: 	 Visual vertex 8810430 in 
OSM_SN: 	 Vertex 4700724610 loaded
OSM_SN: 	 Visual vertex 4700724610 in 
OSM_SN: 	 Vertex 4700724613 loaded
OSM_SN: 	 Visual vertex 4700724613 in 
OSM_SN: 	 Vertex 1014526019 loaded
OSM_SN: 	 Visual vertex 1014526019 in 
OSM_SN: 	 Vertex 1548825637 loaded
OSM_SN: 	 Visual vertex 1548825637 in 
OSM_SN: 	 Vertex 8810431 loaded
OSM_SN: 	 Visual vertex 8810431 in 
OSM_SN: 	 Vertex 315520339 loaded
OSM_SN: 	 Visual vertex 315520339 in 
OSM_SN: 	 Vertex 299047369 loaded
OSM_SN: 	 Visual vertex 299047369 in 
OSM_SN: 	 Vertex 8810433 loaded
OSM_SN: 	 Visual vertex 8810433 in 
OSM_SN: 	 Vertex 315520340 loaded
OSM_SN: 	 Visual vertex 315520340 in 
OSM_SN: 	 Vertex 4700724618 loaded
OSM_SN: 	 Visual vertex 4700724618 in 
OSM_SN: 	 Vertex 4700724658 loaded
OSM_SN: 	 Visual vertex 4700724658 in 
OSM_SN: 	 Vertex 299047370 loaded
OSM_SN: 	 Visual vertex 299047370 in 
OSM_SN: 	 Vertex 310253513 loaded
OSM_SN: 	 Visual vertex 310253513 in 
OSM_SN: 	 Vertex 25656616 loaded
OSM_SN: 	 Visual vertex 25656616 in 
OSM_SN: 	 Vertex 8810434 loaded
OSM_SN: 	 Visual vertex 8810434 in 
OSM_SN: 	 Vertex 4700724651 loaded
OSM_SN: 	 Visual vertex 4700724651 in 
OSM_SN: 	 Vertex 5024388518 loaded
OSM_SN: 	 Visual vertex 5024388518 in 
OSM_SN: 	 Vertex 332441515 loaded
OSM_SN: 	 Visual vertex 332441515 in 
OSM_SN: 	 Vertex 2131376014 loaded
OSM_SN: 	 Visual vertex 2131376014 in 
OSM_SN: 	 Vertex 503333220 loaded
OSM_SN: 	 Visual vertex 503333220 in 
OSM_SN: 	 Vertex 9187809 loaded
OSM_SN: 	 Visual vertex 9187809 in 
OSM_SN: 	 Vertex 25659749 loaded
OSM_SN: 	 Visual vertex 25659749 in 
OSM_SN: 	 Vertex 1251645249 loaded
OSM_SN: 	 Visual vertex 1251645249 in 
OSM_SN: 	 Vertex 1251645265 loaded
OSM_SN: 	 Visual vertex 1251645265 in 
OSM_SN: 	 Vertex 4883181746 loaded
OSM_SN: 	 Visual vertex 4883181746 in 
OSM_SN: 	 Vertex 9187811 loaded
OSM_SN: 	 Visual vertex 9187811 in 
OSM_SN: 	 Vertex 1251645240 loaded
OSM_SN: 	 Visual vertex 1251645240 in 
OSM_SN: 	 Vertex 2699913022 loaded
OSM_SN: 	 Visual vertex 2699913022 in 
OSM_SN: 	 Vertex 1016303679 loaded
OSM_SN: 	 Visual vertex 1016303679 in 
OSM_SN: 	 Vertex 300520929 loaded
OSM_SN: 	 Visual vertex 300520929 in 
OSM_SN: 	 Vertex 9187812 loaded
OSM_SN: 	 Visual vertex 9187812 in 
OSM_SN: 	 Vertex 25685424 loaded
OSM_SN: 	 Visual vertex 25685424 in 
OSM_SN: 	 Vertex 1016303358 loaded
OSM_SN: 	 Visual vertex 1016303358 in 
OSM_SN: 	 Vertex 9187814 loaded
OSM_SN: 	 Visual vertex 9187814 in 
OSM_SN: 	 Vertex 1419888529 loaded
OSM_SN: 	 Visual vertex 1419888529 in 
OSM_SN: 	 Vertex 4599585953 loaded
OSM_SN: 	 Visual vertex 4599585953 in 
OSM_SN: 	 Vertex 10703811 loaded
OSM_SN: 	 Visual vertex 10703811 in 
OSM_SN: 	 Vertex 55405202 loaded
OSM_SN: 	 Visual vertex 55405202 in 
OSM_SN: 	 Vertex 55405213 loaded
OSM_SN: 	 Visual vertex 55405213 in 
OSM_SN: 	 Vertex 10703812 loaded
OSM_SN: 	 Visual vertex 10703812 in 
OSM_SN: 	 Vertex 299047222 loaded
OSM_SN: 	 Visual vertex 299047222 in 
OSM_SN: 	 Vertex 1030966712 loaded
OSM_SN: 	 Visual vertex 1030966712 in 
OSM_SN: 	 Vertex 10703813 loaded
OSM_SN: 	 Visual vertex 10703813 in 
OSM_SN: 	 Vertex 1030966567 loaded
OSM_SN: 	 Visual vertex 1030966567 in 
OSM_SN: 	 Vertex 1265638029 loaded
OSM_SN: 	 Visual vertex 1265638029 in 
OSM_SN: 	 Vertex 4700724530 loaded
OSM_SN: 	 Visual vertex 4700724530 in 
OSM_SN: 	 Vertex 299047224 loaded
OSM_SN: 	 Visual vertex 299047224 in 
OSM_SN: 	 Vertex 10703814 loaded
OSM_SN: 	 Visual vertex 10703814 in 
OSM_SN: 	 Vertex 298527958 loaded
OSM_SN: 	 Visual vertex 298527958 in 
OSM_SN: 	 Vertex 298527964 loaded
OSM_SN: 	 Visual vertex 298527964 in 
OSM_SN: 	 Vertex 10703819 loaded
OSM_SN: 	 Visual vertex 10703819 in 
OSM_SN: 	 Vertex 1357841258 loaded
OSM_SN: 	 Visual vertex 1357841258 in 
OSM_SN: 	 Vertex 1837442251 loaded
OSM_SN: 	 Visual vertex 1837442251 in 
OSM_SN: 	 Vertex 10703821 loaded
OSM_SN: 	 Visual vertex 10703821 in 
OSM_SN: 	 Vertex 25661157 loaded
OSM_SN: 	 Visual vertex 25661157 in 
OSM_SN: 	 Vertex 10703822 loaded
OSM_SN: 	 Visual vertex 10703822 in 
OSM_SN: 	 Vertex 649199215 loaded
OSM_SN: 	 Visual vertex 649199215 in 
OSM_SN: 	 Vertex 244214227 loaded
OSM_SN: 	 Visual vertex 244214227 in 
OSM_SN: 	 Vertex 10703823 loaded
OSM_SN: 	 Visual vertex 10703823 in 
OSM_SN: 	 Vertex 244214225 loaded
OSM_SN: 	 Visual vertex 244214225 in 
OSM_SN: 	 Vertex 244214243 loaded
OSM_SN: 	 Visual vertex 244214243 in 
OSM_SN: 	 Vertex 10703825 loaded
OSM_SN: 	 Visual vertex 10703825 in 
OSM_SN: 	 Vertex 5215172261 loaded
OSM_SN: 	 Visual vertex 5215172261 in 
OSM_SN: 	 Vertex 5789795484 loaded
OSM_SN: 	 Visual vertex 5789795484 in 
OSM_SN: 	 Vertex 10703826 loaded
OSM_SN: 	 Visual vertex 10703826 in 
OSM_SN: 	 Vertex 3257445440 loaded
OSM_SN: 	 Visual vertex 3257445440 in 
OSM_SN: 	 Vertex 2563931276 loaded
OSM_SN: 	 Visual vertex 2563931276 in 
OSM_SN: 	 Vertex 10703828 loaded
OSM_SN: 	 Visual vertex 10703828 in 
OSM_SN: 	 Vertex 352744337 loaded
OSM_SN: 	 Visual vertex 352744337 in 
OSM_SN: 	 Vertex 1826234980 loaded
OSM_SN: 	 Visual vertex 1826234980 in 
OSM_SN: 	 Vertex 10703829 loaded
OSM_SN: 	 Visual vertex 10703829 in 
OSM_SN: 	 Vertex 271023287 loaded
OSM_SN: 	 Visual vertex 271023287 in 
OSM_SN: 	 Vertex 1208804222 loaded
OSM_SN: 	 Visual vertex 1208804222 in 
OSM_SN: 	 Vertex 1826234941 loaded
OSM_SN: 	 Visual vertex 1826234941 in 
OSM_SN: 	 Vertex 25936014 loaded
OSM_SN: 	 Visual vertex 25936014 in 
OSM_SN: 	 Vertex 10703830 loaded
OSM_SN: 	 Visual vertex 10703830 in 
OSM_SN: 	 Vertex 4701097783 loaded
OSM_SN: 	 Visual vertex 4701097783 in 
OSM_SN: 	 Vertex 300712774 loaded
OSM_SN: 	 Visual vertex 300712774 in 
OSM_SN: 	 Vertex 21257798 loaded
OSM_SN: 	 Visual vertex 21257798 in 
OSM_SN: 	 Vertex 3129042301 loaded
OSM_SN: 	 Visual vertex 3129042301 in 
